env_id,model_label,seed,support_class,reliability_auc,catastrophe_prob_t0p5,cvar20
Walker2d-v5,klprho0,29,direct_support,0.326098134458947,0.7571428571428571,0.04111123220717185
Walker2d-v5,klprho0,29,out_of_support,0.8003467401069448,0.21111111111111114,0.631972225408544
Walker2d-v5,klprho0,29,related_physics,0.7404289515315043,0.2608465608465609,0.47530476410773176
Walker2d-v5,klprho0,30,direct_support,0.5174840340990906,0.4119047619047619,0.03682637036935866
Walker2d-v5,klprho0,30,out_of_support,0.8557140035790697,0.13703703703703704,0.6480954902913976
Walker2d-v5,klprho0,30,related_physics,0.7755456098315149,0.2037037037037037,0.4274189136178227
Walker2d-v5,klprho0,31,direct_support,0.4032362502442728,0.5857142857142856,0.031220901019129436
Walker2d-v5,klprho0,31,out_of_support,0.8191330440589004,0.15925925925925927,0.5978562320104076
Walker2d-v5,klprho0,31,related_physics,0.7240323354593622,0.2185185185185185,0.4253547538733281
Walker2d-v5,klprho0,32,direct_support,0.47541059280326703,0.4809523809523809,0.02061875061903785
Walker2d-v5,klprho0,32,out_of_support,0.871140226479651,0.12222222222222223,0.6650785306649468
Walker2d-v5,klprho0,32,related_physics,0.7383861872023171,0.26243386243386246,0.3718909465846968
Walker2d-v5,klprho0,33,direct_support,0.44555027389111157,0.55,0.03209836931353741
Walker2d-v5,klprho0,33,out_of_support,0.8265914377255469,0.15925925925925924,0.6001068899866214
Walker2d-v5,klprho0,33,related_physics,0.7070724075391495,0.2857142857142857,0.34840600284686274
Walker2d-v5,klprho0,34,direct_support,0.303739542094543,0.7238095238095238,0.03559589689844632
Walker2d-v5,klprho0,34,out_of_support,0.6975231046462995,0.2777777777777778,0.4697699437812417
Walker2d-v5,klprho0,34,related_physics,0.5689350260296692,0.37142857142857144,0.2740633673447615
Walker2d-v5,klprho0,35,direct_support,0.659738484408102,0.34285714285714286,0.06793821699668753
Walker2d-v5,klprho0,35,out_of_support,0.8534086842715838,0.15925925925925927,0.8378995981756322
Walker2d-v5,klprho0,35,related_physics,0.8074838722917509,0.20846560846560847,0.4700053128912043
Walker2d-v5,klprho0p05,6,direct_support,0.38941723841541154,0.6214285714285714,0.04401069942650632
