env_id,model_label,seed,axis,support_class,reliability_auc,catastrophe_prob_t0p5,cvar20
Walker2d-v5,klprho0,16,friction_damping,out_of_support,0.7164168228066735,0.26666666666666666,0.0482178578983628
Walker2d-v5,klprho0,17,friction_damping,out_of_support,0.6477287225350882,0.3333333333333333,0.057775112074524626
Walker2d-v5,klprho0,18,friction_damping,out_of_support,0.6521395692987783,0.4,0.05614756459297451
Walker2d-v5,klprho0,19,friction_damping,out_of_support,0.6165264672207093,0.3333333333333333,0.07031578852619554
Walker2d-v5,klprho0,20,friction_damping,out_of_support,0.6716505888372737,0.3333333333333333,0.05712817351366245
Walker2d-v5,klprho0,21,friction_damping,out_of_support,0.750847197217734,0.26666666666666666,0.041139407054996885
Walker2d-v5,klprho0,22,friction_damping,out_of_support,0.834464682737519,0.2,0.17232341368759496
Walker2d-v5,klprho0,23,friction_damping,out_of_support,0.6189113427947529,0.4666666666666667,0.07265384380578421
Walker2d-v5,klprho0,24,friction_damping,out_of_support,0.5987574389721395,0.4,0.07193839767020165
Walker2d-v5,klprho0,25,friction_damping,out_of_support,0.5536718197729947,0.4,0.06599435285199617
Walker2d-v5,klprho0,26,friction_damping,out_of_support,0.5207525690160475,0.6,0.04979192120302226
Walker2d-v5,klprho0,27,friction_damping,out_of_support,0.4947998767396476,0.6,0.05924968485275962
Walker2d-v5,klprho0,28,friction_damping,out_of_support,0.6512466150861725,0.3333333333333333,0.06559555524405584
Walker2d-v5,klprho0,29,friction_damping,out_of_support,0.6386344937062457,0.4,0.07115338320385743
Walker2d-v5,klprho0,30,friction_damping,out_of_support,0.6993985640863339,0.26666666666666666,0.049894804888357285
Walker2d-v5,klprho0,31,friction_damping,out_of_support,0.7425249894986702,0.26666666666666666,0.05083575488274217
Walker2d-v5,klprho0,32,friction_damping,out_of_support,0.7531617995195922,0.2,0.05775173661753364
Walker2d-v5,klprho0,33,friction_damping,out_of_support,0.6813420838411643,0.3333333333333333,0.09448209837880894
Walker2d-v5,klprho0,34,friction_damping,out_of_support,0.428468334156788,0.6,0.05145029592132944
Walker2d-v5,klprho0,35,friction_damping,out_of_support,0.5812806314925969,0.4666666666666667,0.03751510348599379
Walker2d-v5,klprho0p05,6,friction_damping,out_of_support,0.5922951416840448,0.4,0.08723968349723708
Walker2d-v5,klprho0p05,7,friction_damping,out_of_support,0.02544281308961377,1.0,0.013673183116761264
Walker2d-v5,klprho0p05,8,friction_damping,out_of_support,0.526338639333771,0.4666666666666667,0.0750674673835241
Walker2d-v5,klprho0p05,9,friction_damping,out_of_support,0.5357558698307856,0.4,0.0771165074794022
Walker2d-v5,klprho0p05,10,friction_damping,out_of_support,0.5142942349334374,0.5333333333333333,0.06843679590599355
Walker2d-v5,klprho0p05,11,friction_damping,out_of_support,0.5798870678322897,0.4,0.07287276756946537
Walker2d-v5,klprho0p05,12,friction_damping,out_of_support,0.7490563982344727,0.26666666666666666,0.04473736282069974
Walker2d-v5,klprho0p05,13,friction_damping,out_of_support,0.47150345654054093,0.4666666666666667,0.0599429747117609
Walker2d-v5,klprho0p05,14,friction_damping,out_of_support,0.5658157936336005,0.3333333333333333,0.07480915418922902
Walker2d-v5,klprho0p05,15,friction_damping,out_of_support,0.6156831997454836,0.4,0.046712728656855405
Walker2d-v5,klprho0p05,16,friction_damping,out_of_support,0.6032401792169322,0.4,0.06909478240704976
Walker2d-v5,klprho0p05,17,friction_damping,out_of_support,0.7002098591325755,0.26666666666666666,0.06446113017409266
Walker2d-v5,klprho0p05,18,friction_damping,out_of_support,0.5279170734062822,0.4666666666666667,0.04246767029690488
Walker2d-v5,klprho0p05,19,friction_damping,out_of_support,0.16724170636365557,1.0,0.06685889736635764
Walker2d-v5,klprho0p05,20,friction_damping,out_of_support,0.2370864784039746,1.0,0.043987502635672436
Walker2d-v5,klprho0p05,21,friction_damping,out_of_support,0.36765771295513244,0.6666666666666666,0.053060256301491034
Walker2d-v5,klprho0p05,22,friction_damping,out_of_support,0.7064617893481931,0.3333333333333333,0.04895746675215113
Walker2d-v5,klprho0p05,23,friction_damping,out_of_support,0.7559603203835705,0.2,0.08629048877079148
Walker2d-v5,klprho0p05,24,friction_damping,out_of_support,0.6068092756258266,0.4,0.06860939620421476
Walker2d-v5,klprho0p05,25,friction_damping,out_of_support,0.8224860115920551,0.2,0.19237011236742077
Walker2d-v5,klprho0p05,26,friction_damping,out_of_support,0.6738654678645374,0.3333333333333333,0.04480984881537183
Walker2d-v5,klprho0p05,27,friction_damping,out_of_support,0.6137325699114398,0.4,0.020379114003798098
Walker2d-v5,klprho0p05,28,friction_damping,out_of_support,0.6179928412293308,0.3333333333333333,0.11772527571928341
Walker2d-v5,klprho0p05,29,friction_damping,out_of_support,0.49832900011056996,0.4666666666666667,0.0479557903861752
Walker2d-v5,klprho0p05,30,friction_damping,out_of_support,0.7408790837924,0.2,0.09046177655272143
Walker2d-v5,klprho0p05,31,friction_damping,out_of_support,0.7668899462335991,0.2,0.06434726607333026
Walker2d-v5,klprho0p05,32,friction_damping,out_of_support,0.7368147295170734,0.26666666666666666,0.0667887700634342
