env_id,axis,model_label,n_seeds,n_factors,seed_main_variance,perturbation_main_variance,seed_perturbation_interaction_variance,total_decomposed_variance,seed_fraction,perturbation_fraction,interaction_fraction
Walker2d-v5,damping,tvc150,30,15,0.003311289909643444,1.437749170144963e-05,0.0002513774385943312,0.003577044839939225,0.92570545179403,0.004019376984296877,0.07027517122167308
Walker2d-v5,damping,tvc200,30,15,0.019332200215432957,2.8546250327125396e-05,0.001214108112000678,0.02057485457776076,0.9396032493142877,0.001387433880479567,0.059009316805232755
Walker2d-v5,damping,tvc225,30,15,0.03510243929157306,9.423077934716833e-05,0.0015786649842681277,0.03677533505518835,0.9545103868909747,0.002562336392197575,0.042927276716827785
Walker2d-v5,damping,tvc250,30,15,0.040374746321057524,3.429361644428403e-05,0.0018317647042969854,0.042240804641798795,0.9558233244710793,0.0008118599239548876,0.04336481560496573
Walker2d-v5,damping,tvc275,30,15,0.03690929712812549,3.780400355454544e-05,0.0009774987087172694,0.03792459984039731,0.9732283869429172,0.0009968201039336105,0.02577479295314903
Walker2d-v5,damping,tvc300,30,15,0.005879142430594325,4.165731424001033e-05,0.001054114793463225,0.006974914538297561,0.8428981313410198,0.005972447979294964,0.1511294206796853
Walker2d-v5,damping,tvc400,30,15,0.029921167720875122,1.386009949524698e-05,0.00029556241956712174,0.03023059023993749,0.9897645888946756,0.00045847928820577465,0.009776931817118662
Walker2d-v5,damping,tvc500,30,15,0.04391009997398143,4.89515183283286e-06,0.0008167842450784483,0.04473177937089272,0.9816309700068413,0.00010943342522202839,0.018259596567936565
Walker2d-v5,damping,vanilla,30,15,0.028504500617212384,1.2562278876610738e-05,0.0005213972180547588,0.029038460114143752,0.9816119899322315,0.00043260830041369974,0.017955401767354807
Walker2d-v5,foot_left_actuator_gain,tvc100,30,15,0.00031037053404270836,0.0003233407891250501,0.00028803449448409283,0.0009217458176518514,0.3367203062915736,0.35079170735893456,0.31248798634949176
Walker2d-v5,foot_left_actuator_gain,tvc150,30,15,0.0010850158522505192,0.00265103625296123,0.0014617636502654967,0.005197815755477246,0.20874457720190906,0.5100289001524682,0.2812265226456228
Walker2d-v5,foot_left_actuator_gain,tvc200,30,15,0.0053483147560566555,0.014778444647141516,0.007591855890051342,0.027718615293249513,0.19295028627779845,0.5331595568823599,0.27389015683984164
Walker2d-v5,foot_left_actuator_gain,tvc225,30,15,0.010263044673042858,0.02271726668127695,0.010350664913548796,0.0433309762678686,0.23685237575995388,0.5242731329393697,0.23887449130067645
Walker2d-v5,foot_left_actuator_gain,tvc250,30,15,0.01923737036847755,0.048863238591536746,0.020243889964828902,0.0883444989248432,0.2177540265958523,0.5530988254640041,0.2291471479401436
Walker2d-v5,foot_left_actuator_gain,tvc275,30,15,0.019542976770191605,0.061358008830766926,0.025156209759323072,0.1060571953602816,0.18426827810977967,0.5785369735860985,0.23719474830412182
Walker2d-v5,foot_left_actuator_gain,tvc300,30,15,0.019127078590760314,0.07179964846617397,0.02820916991626993,0.1191358969732042,0.16054840796693157,0.6026701463650623,0.23678144566800616
Walker2d-v5,foot_left_actuator_gain,tvc400,30,15,0.03853873591977182,0.09418362723607711,0.03318186952756721,0.16590423268341614,0.23229507346755093,0.5676987603794376,0.20000616615301148
Walker2d-v5,foot_left_actuator_gain,tvc500,30,15,0.04175336215904492,0.07266309246725648,0.03573933274153082,0.15015578736783222,0.27806695226979783,0.4839180276765213,0.23801502005368083
Walker2d-v5,foot_left_actuator_gain,vanilla,30,15,0.0315874352126604,0.09337316814743035,0.03247318865079459,0.15743379201088534,0.20063948666418688,0.5930948302444136,0.2062656830913996
Walker2d-v5,foot_left_damping,tvc100,30,15,0.0006928749787917782,3.930060474598346e-06,4.5278431969339695e-05,0.0007420834712357163,0.9336887367104456,0.0052959816879548805,0.061015281601599504
Walker2d-v5,foot_left_damping,tvc150,30,15,0.0033762728671722273,8.2339847106389e-06,0.00019309104251346795,0.003577597894396334,0.9437262003257979,0.00230154001475011,0.05397225965945208
Walker2d-v5,foot_left_damping,tvc200,30,15,0.017744472770229152,2.5571992273105472e-05,0.0015293719197140218,0.01929941668221628,0.9194305228188605,0.0013250137397504426,0.07924446344138904
Walker2d-v5,foot_left_damping,tvc225,30,15,0.035465937923267875,8.260050917819219e-05,0.0016528353172829825,0.03720137374972905,0.9533502220069543,0.0022203617999132035,0.0444294161931324
Walker2d-v5,foot_left_damping,tvc250,30,15,0.039534232985966686,4.418392576676605e-05,0.0015583731524675755,0.041136790064201026,0.9610432151917232,0.0010740732492206962,0.037882711559056176
Walker2d-v5,foot_left_damping,tvc275,30,15,0.03750455654472153,1.2855280083557753e-05,0.000996073957906146,0.038513485782711236,0.9738032219757524,0.0003337864600489761,0.025862991564198665
