kind,model_label,scenario_label,n,mean_return_mean,mean_return_ci95,median_return_mean,median_return_ci95,iqm_return_mean,iqm_return_ci95
drop,vanilla,nominal->friction_0p8,5,389.3349341501871,350.5338148536436,471.7955109126111,524.1661413652819,0.1119033840831332,0.10751148517093112
gain,vanilla_vs_tv,nominal->friction_0p8,5,-149.96572334328252,140.38153243678778,-165.5865322776521,230.05509542512513,-161.89237719018834,157.84727612244794
drop,tv,nominal->friction_0p9,5,191.93238566423605,222.11638288990392,75.57162266439263,135.08293213699665,0.047584228052208535,0.062071123920800615
drop,vanilla,nominal->friction_0p9,5,211.2411913151531,114.90755606744396,212.12178011848928,172.56279560556905,0.06573620608800942,0.03069828768465137
gain,vanilla_vs_tv,nominal->friction_0p9,5,19.30880565091702,131.40486137146132,136.55015745409665,156.34604896084204,16.917236591128887,99.02826250568224
drop,tv,nominal->friction_1p1,5,-21.992783596731897,225.835426067022,104.67341053767123,375.63842248653134,-0.007263301612343578,0.07542642779810424
drop,vanilla,nominal->friction_1p1,5,-92.15828181271391,112.12431187540626,22.59855725639227,114.97539952294356,-0.029708429398980614,0.03330109946776966
gain,vanilla_vs_tv,nominal->friction_1p1,5,-70.16549821598201,154.83465488238267,-82.07485328127896,297.5193966044708,-72.68241910669606,182.94139587894898
drop,tv,nominal->friction_1p3,5,802.7050455968925,990.3064640831354,1067.1959839376184,1110.6363019988328,0.2266440124140731,0.24433852116151353
drop,vanilla,nominal->friction_1p3,5,765.0550398751129,949.9824417788335,1007.6427740764311,1061.0032431477193,0.2256359969176965,0.25146498393475586
gain,vanilla_vs_tv,nominal->friction_1p3,5,-37.6500057217796,137.42416941552855,-59.55320986118723,116.81722482891645,-59.510471651911224,122.39649328868784
drop,tv,nominal->friction_1p5,5,1547.1865733406062,917.5638145289427,1821.9750130455518,950.3444506033244,0.4752742593756077,0.2031774146633018
drop,vanilla,nominal->friction_1p5,5,1470.498909949063,864.5152406272674,1819.403120298508,925.1580515604143,0.45923857863468703,0.20679429123976653
gain,vanilla_vs_tv,nominal->friction_1p5,5,-76.68766339154313,160.05559300070954,-2.5718927470437847,193.16158469458298,-120.5284516254676,118.09656190395778
drop,tv,nominal->friction_1p7,5,2105.4815792683485,818.6301537859557,2365.273495097625,928.4919115073334,0.6522055662495635,0.12939445184651693
drop,vanilla,nominal->friction_1p7,5,2071.067629029726,752.7044549818922,2301.319225635869,929.7966930540978,0.65678651029155,0.11591716615552729
gain,vanilla_vs_tv,nominal->friction_1p7,5,-34.41395023862246,77.05696832796473,-63.95426946175576,82.19888083850704,-37.57638901868654,82.92767352591771
drop,tv,nominal->friction_2p0,5,2584.726422257025,922.7258201788576,2826.655316905556,1064.8595289032344,0.7952411649005942,0.1300988714656077
drop,vanilla,nominal->friction_2p0,5,2527.167917338028,882.9117345759048,2764.767090498556,1072.562404418898,0.7942204306565748,0.12568263396389093
gain,vanilla_vs_tv,nominal->friction_2p0,5,-57.55850491899746,69.24608159264473,-61.8882264069995,101.39459281719232,-57.742433663235865,73.90441013108767
