env_id,axis,stress_factor,seed,best_model,best_return,vanilla_return,best_minus_vanilla,num_models_above_vanilla
Walker2d-v4,actuator_gain,0.5,27,tvc275,412.6754795084474,274.40868809243256,138.26679141601483,6
Walker2d-v4,actuator_gain,0.5,28,tvc250,483.7048165184056,383.9440007727195,99.7608157456861,2
Walker2d-v4,actuator_gain,0.5,29,tvc250,563.0621561073187,304.6108097605555,258.4513463467632,7
Walker2d-v4,actuator_gain,0.5,30,tvc100,421.8964683856745,363.45078422620975,58.44568415946475,1
Walker2d-v4,damping,0.5,1,tvc225,3062.6798807067653,2939.5220015555537,123.15787915121155,1
Walker2d-v4,damping,0.5,2,tvc250,3082.519151169823,1658.5029056037445,1424.0162455660786,4
Walker2d-v4,damping,0.5,3,tvc250,3163.8083898392206,2028.2527998053336,1135.555590033887,2
Walker2d-v4,damping,0.5,4,tvc275,2605.746899288689,407.275038274994,2198.4718610136947,6
Walker2d-v4,damping,0.5,5,tvc250,761.7904174040079,533.7954481535959,227.99496925041205,5
Walker2d-v4,damping,0.5,6,tvc275,1776.428272727604,1234.076308949253,542.3519637783511,1
Walker2d-v4,damping,0.5,7,tvc275,2377.7368291777066,1400.3423284342357,977.3945007434709,2
Walker2d-v4,damping,0.5,8,tvc200,1244.342986446771,643.3215751438455,601.0214113029255,3
Walker2d-v4,damping,0.5,9,tvc225,1108.9263938621498,676.6934823080378,432.232911554112,3
Walker2d-v4,damping,0.5,10,vanilla,705.7695166314326,705.7695166314326,0.0,0
Walker2d-v4,damping,0.5,11,tvc225,802.3928177900729,639.9407192826624,162.45209850741048,3
Walker2d-v4,damping,0.5,12,tvc275,3145.0143718462086,2424.6662160582605,720.3481557879481,4
Walker2d-v4,damping,0.5,13,tvc200,871.3129231043856,415.48508086721097,455.82784223717465,6
Walker2d-v4,damping,0.5,14,tvc250,890.7654200771442,509.0208364887857,381.7445835883585,2
Walker2d-v4,damping,0.5,15,tvc300,3366.513855649862,3023.871683595816,342.64217205404566,1
Walker2d-v4,damping,0.5,16,tvc225,870.9126954748905,653.620050656433,217.29264481845746,4
Walker2d-v4,damping,0.5,17,tvc300,1632.0786285683778,1097.1640947705714,534.9145337978064,1
Walker2d-v4,damping,0.5,18,tvc275,991.2713959841432,910.6989845549392,80.57241142920395,2
Walker2d-v4,damping,0.5,19,vanilla,2346.397200281811,2346.397200281811,0.0,0
Walker2d-v4,damping,0.5,20,tvc300,3069.355467235496,649.0733112945752,2420.2821559409203,4
Walker2d-v4,damping,0.5,21,tvc250,1696.356478735365,786.3644876183731,909.9919911169919,3
Walker2d-v4,damping,0.5,22,tvc300,1292.3251578570512,768.3496346921037,523.9755231649475,1
Walker2d-v4,damping,0.5,23,tvc275,1326.2393509804729,617.8572708352488,708.3820801452241,4
Walker2d-v4,damping,0.5,24,tvc250,2643.965127279819,743.0628640114157,1900.9022632684034,2
Walker2d-v4,damping,0.5,25,vanilla,2070.003865356398,2070.003865356398,0.0,0
Walker2d-v4,damping,0.5,26,vanilla,723.6443042033405,723.6443042033405,0.0,0
