env_id,model_label,threshold,survival,baseline_survival,survival_delta
Walker2d-v5,klprho0p05,0.48,0.668484126984127,0.7499444444444444,-0.08146031746031746
Walker2d-v5,klprho0p05,0.485,0.6679047619047619,0.7488492063492063,-0.08094444444444444
Walker2d-v5,klprho0p05,0.49,0.6665238095238095,0.7475714285714286,-0.08104761904761905
Walker2d-v5,klprho0p05,0.495,0.6656904761904762,0.7466746031746032,-0.08098412698412699
Walker2d-v5,klprho0p05,0.5,0.6653492063492064,0.745984126984127,-0.08063492063492064
Walker2d-v5,klprho0p05,0.505,0.665,0.7437301587301588,-0.07873015873015873
Walker2d-v5,klprho0p05,0.51,0.6636190476190477,0.7424285714285714,-0.07880952380952382
Walker2d-v5,klprho0p05,0.515,0.6615634920634921,0.7415238095238095,-0.07996031746031745
Walker2d-v5,klprho0p05,0.52,0.6598650793650794,0.7402142857142857,-0.08034920634920635
Walker2d-v5,klprho0p05,0.525,0.658952380952381,0.7391666666666666,-0.08021428571428571
Walker2d-v5,klprho0p05,0.53,0.6577619047619048,0.738015873015873,-0.08025396825396823
Walker2d-v5,klprho0p05,0.535,0.6563174603174604,0.7364841269841269,-0.08016666666666666
Walker2d-v5,klprho0p05,0.54,0.6552777777777778,0.7351031746031746,-0.07982539682539683
Walker2d-v5,klprho0p05,0.545,0.6537857142857143,0.732015873015873,-0.07823015873015873
Walker2d-v5,klprho0p05,0.55,0.6530873015873015,0.730468253968254,-0.07738095238095238
Walker2d-v5,klprho0p05,0.555,0.6521746031746032,0.7291666666666667,-0.07699206349206349
Walker2d-v5,klprho0p05,0.56,0.6505396825396825,0.7281349206349207,-0.07759523809523809
Walker2d-v5,klprho0p05,0.5650000000000001,0.6491428571428571,0.7266984126984127,-0.07755555555555554
Walker2d-v5,klprho0p05,0.5700000000000001,0.6478809523809523,0.7249920634920635,-0.0771111111111111
Walker2d-v5,klprho0p05,0.5750000000000001,0.6465,0.723047619047619,-0.07654761904761904
Walker2d-v5,klprho0p05,0.58,0.6455873015873016,0.7220238095238095,-0.07643650793650794
Walker2d-v5,klprho0p05,0.585,0.6451190476190476,0.7207063492063492,-0.07558730158730159
