scenario_label,model_label,seed,gain_over_vanilla,vanilla_return,cap_return
mass_damping_0p5,a2p75,22,-65.35660752110516,1399.850547503351,1334.4939399822458
mass_damping_0p5,a2p75,23,374.02616978261176,611.2608820072743,985.287051789886
mass_damping_0p5,a2p75,24,-428.96989694605725,1136.7753492225104,707.8054522764531
mass_damping_0p5,a2p75,25,-374.9288361399098,1230.0084202806474,855.0795841407377
mass_damping_0p5,a2p75,26,-619.84852445094,1043.1596209151508,423.3110964642107
mass_damping_0p5,a2p75,27,-406.9887952506241,1419.5868826948708,1012.5980874442467
mass_damping_0p5,a2p75,28,408.08805190110763,756.4767043071039,1164.5647562082115
mass_damping_0p5,a2p75,29,793.2736149998968,5.465661951294966,798.7392769511918
mass_damping_0p5,a2p75,30,-61.80285815244906,1093.7387529227046,1031.9358947702556
mass_damping_0p5,a2p80,1,-685.8308436738133,1100.716012484599,414.8851688107858
mass_damping_0p5,a2p80,2,248.2954270108644,927.164444557462,1175.4598715683264
mass_damping_0p5,a2p80,3,3.4793804997332245,1112.4043452653132,1115.8837257650464
mass_damping_0p5,a2p80,4,1403.8088041276817,-169.76623649234344,1234.0425676353382
mass_damping_0p5,a2p80,5,-9.888970020921988,970.0019706693784,960.1130006484564
mass_damping_0p5,a2p80,6,-63.121730029664036,863.5799451934612,800.4582151637971
mass_damping_0p5,a2p80,7,574.1437570333396,341.7508211268669,915.8945781602066
mass_damping_0p5,a2p80,8,-149.11950538722726,1243.3175724010528,1094.1980670138255
mass_damping_0p5,a2p80,9,-242.29747081353162,1453.6564248309494,1211.3589540174178
mass_damping_0p5,a2p80,10,-110.88846551917743,1016.4247142773984,905.536248758221
mass_damping_0p5,a2p80,11,-10.774618563688364,651.29983364635,640.5252150826616
mass_damping_0p5,a2p80,12,205.84052060294425,617.4020319658729,823.2425525688171
mass_damping_0p5,a2p80,13,24.871852218911613,925.6661442560924,950.537996475004
mass_damping_0p5,a2p80,14,59.66753919074915,978.2841261036884,1037.9516652944376
mass_damping_0p5,a2p80,15,243.6574937051869,217.78556656115208,461.443060266339
mass_damping_0p5,a2p80,16,340.15853997070496,604.8657101951143,945.0242501658192
mass_damping_0p5,a2p80,17,-103.41620692565334,1179.2913327195288,1075.8751257938754
mass_damping_0p5,a2p80,18,-36.088033395253206,1044.1881081729778,1008.1000747777246
mass_damping_0p5,a2p80,19,-423.4594164121386,1644.8628384770234,1221.4034220648848
mass_damping_0p5,a2p80,20,85.65765963661079,1268.4958278464155,1354.1534874830263
mass_damping_0p5,a2p80,21,58.9958456301016,985.9732601283928,1044.9691057584944
mass_damping_0p5,a2p80,22,-330.2771803857893,1399.850547503351,1069.5733671175617
mass_damping_0p5,a2p80,23,446.8164085066961,611.2608820072743,1058.0772905139704
mass_damping_0p5,a2p80,24,-35.76165411037982,1136.7753492225104,1101.0136951121306
mass_damping_0p5,a2p80,25,-814.3687797267462,1230.0084202806474,415.6396405539012
mass_damping_0p5,a2p80,26,126.42067908498075,1043.1596209151508,1169.5803000001315
mass_damping_0p5,a2p80,27,-1118.023234140659,1419.5868826948708,301.5636485542119
mass_damping_0p5,a2p80,28,112.61054858709667,756.4767043071039,869.0872528942006
mass_damping_0p5,a2p80,29,748.3265892781625,5.465661951294966,753.7922512294574
mass_damping_0p5,a2p80,30,1243.6283472068155,1093.7387529227046,2337.36710012952
